BITSKINS.sellOrder.original.price,BITSKINS.sellOrder.original.currency,BITSKINS.sellOrder.converted.price,BITSKINS.sellOrder.converted.currency,BITSKINS.sellOrder.count,BITSKINS.buyOrder,BITSKINS.updatedAt,SKINBARON.sellOrder.original.price,SKINBARON.sellOrder.original.currency,SKINBARON.sellOrder.converted.price,SKINBARON.sellOrder.converted.currency,SKINBARON.sellOrder.count,SKINBARON.buyOrder,SKINBARON.updatedAt,SKINPORT.sellOrder.original.price,SKINPORT.sellOrder.original.currency,SKINPORT.sellOrder.converted.price,SKINPORT.sellOrder.converted.currency,SKINPORT.sellOrder.count,SKINPORT.buyOrder,SKINPORT.updatedAt,CSFLOAT.sellOrder.original.price,CSFLOAT.sellOrder.original.currency,CSFLOAT.sellOrder.converted.price,CSFLOAT.sellOrder.converted.currency,CSFLOAT.sellOrder.count,CSFLOAT.buyOrder,CSFLOAT.updatedAt,MARKETCSGO.sellOrder.original.price,MARKETCSGO.sellOrder.original.currency,MARKETCSGO.sellOrder.converted.price,MARKETCSGO.sellOrder.converted.currency,MARKETCSGO.sellOrder.count,MARKETCSGO.buyOrder,MARKETCSGO.updatedAt,BUFF163.sellOrder.original.price,BUFF163.sellOrder.original.currency,BUFF163.sellOrder.converted.price,BUFF163.sellOrder.converted.currency,BUFF163.sellOrder.count,BUFF163.buyOrder.original.price,BUFF163.buyOrder.original.currency,BUFF163.buyOrder.converted.price,BUFF163.buyOrder.converted.currency,BUFF163.buyOrder.count,BUFF163.updatedAt,CSMONEY.sellOrder.original.price,CSMONEY.sellOrder.original.currency,CSMONEY.sellOrder.converted.price,CSMONEY.sellOrder.converted.currency,CSMONEY.sellOrder.count,CSMONEY.buyOrder,CSMONEY.updatedAt,DMARKET.sellOrder.original.price,DMARKET.sellOrder.original.currency,DMARKET.sellOrder.converted.price,DMARKET.sellOrder.converted.currency,DMARKET.sellOrder.count,DMARKET.buyOrder.original.price,DMARKET.buyOrder.original.currency,DMARKET.buyOrder.converted.price,DMARKET.buyOrder.converted.currency,DMARKET.buyOrder.count,DMARKET.updatedAt
164.78,USD,164.78,USD,4,,2024-04-14T15:13:14.015Z,176.47,EUR,188.32,USD,3,,2024-04-14T16:04:07.328Z,195,EUR,207.29,USD,7,,2024-04-14T16:03:09.408Z,168.67,USD,168.67,USD,12,,2024-04-14T16:01:05.092Z,192.83,USD,192.83,USD,7,,2024-04-14T16:05:05.870Z,1297.02,CNY,179.23,USD,36,1930,CNY,266.69,USD,11,2024-04-14T15:56:33.911Z,189.47,USD,189.47,USD,5,,2024-04-14T16:04:39.362Z,165.57,USD,165.57,USD,3,190.01,USD,190.01,USD,12,2024-04-14T16:02:14.009Z
61.9,USD,61.9,USD,4,,2024-04-14T15:14:47.344Z,52.12,EUR,55.62,USD,1,,2024-04-14T16:04:07.328Z,41.71,EUR,44.34,USD,9,,2024-04-14T16:03:09.408Z,46.99,USD,46.99,USD,15,,2024-04-14T16:01:05.092Z,48.9,USD,48.9,USD,20,,2024-04-14T16:05:05.870Z,320,CNY,44.21,USD,203,332,CNY,45.87,USD,27,2024-04-14T15:56:18.449Z,52.38,USD,52.38,USD,27,,2024-04-14T16:04:39.358Z,43.8,USD,43.8,USD,19,43.34,USD,43.34,USD,21,2024-04-14T16:02:16.104Z
81.2,USD,81.2,USD,11,,2024-04-14T15:09:52.055Z,78.99,EUR,84.29,USD,4,,2024-04-14T16:04:07.328Z,70,EUR,74.41,USD,6,,2024-04-14T16:03:09.408Z,81.26,USD,81.26,USD,15,,2024-04-14T16:01:05.092Z,74.7,USD,74.7,USD,14,,2024-04-14T16:05:05.870Z,524,CNY,72.4,USD,135,663,CNY,91.61,USD,24,2024-04-14T15:56:02.629Z,76.84,USD,76.84,USD,12,,2024-04-14T16:04:39.360Z,69.99,USD,69.99,USD,11,68.45,USD,68.45,USD,18,2024-04-14T16:02:09.996Z
35.88,USD,35.88,USD,4,,2024-04-14T15:14:25.692Z,40,EUR,42.69,USD,1,,2024-04-14T16:04:07.328Z,31.5,EUR,33.49,USD,5,,2024-04-14T16:03:09.408Z,31.43,USD,31.43,USD,12,,2024-04-14T16:01:05.092Z,42.92,USD,42.92,USD,5,,2024-04-14T16:05:05.870Z,249.5,CNY,34.47,USD,20,230,CNY,31.78,USD,12,2024-04-14T15:58:37.967Z,32.4,USD,32.4,USD,15,,2024-04-14T16:04:39.356Z,33.99,USD,33.99,USD,10,31.7,USD,31.7,USD,14,2024-04-14T16:02:15.629Z
,,,,,,,224.99,EUR,240.1,USD,2,,2024-04-14T16:04:07.328Z,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,239,USD,239,USD,4,,2024-04-14T16:01:05.092Z,275.07,USD,275.07,USD,2,,2024-04-14T16:05:05.870Z,1678.49,CNY,231.94,USD,6,1350,CNY,186.55,USD,4,2024-04-14T15:58:37.967Z,245.5,USD,245.5,USD,2,,2024-04-14T16:04:39.324Z,0,USD,0,USD,0,182.3,USD,182.3,USD,6,2024-04-14T16:02:21.113Z
,,,,,,,,,,,,,,797.14,EUR,847.4,USD,5,,2024-04-14T16:03:09.408Z,745,USD,745,USD,4,,2024-04-14T16:01:05.092Z,738,USD,738,USD,1,,2024-04-14T16:05:05.870Z,6000,CNY,829.11,USD,14,6610,CNY,913.41,USD,10,2024-04-14T15:56:33.911Z,797.63,USD,797.63,USD,5,,2024-04-14T16:04:39.331Z,860,USD,860,USD,3,787.24,USD,787.24,USD,9,2024-04-14T16:02:06.692Z
292.08,USD,292.08,USD,1,,2024-04-14T15:07:02.120Z,267.89,EUR,285.88,USD,1,,2024-04-14T16:04:07.328Z,270.33,EUR,287.37,USD,5,,2024-04-14T16:03:09.408Z,315,USD,315,USD,8,,2024-04-14T16:01:05.092Z,387.66,USD,387.66,USD,1,,2024-04-14T16:05:05.870Z,2092,CNY,289.08,USD,23,1950,CNY,269.46,USD,10,2024-04-14T15:59:23.795Z,299.99,USD,299.99,USD,1,,2024-04-14T16:04:39.327Z,286.14,USD,286.14,USD,4,271.16,USD,271.16,USD,10,2024-04-14T16:02:06.117Z
389,USD,389,USD,1,,2024-04-14T15:12:27.170Z,415,EUR,442.86,USD,1,,2024-04-14T16:04:07.328Z,339,EUR,360.37,USD,3,,2024-04-14T16:03:09.408Z,465,USD,465,USD,10,,2024-04-14T16:01:05.092Z,491.05,USD,491.05,USD,3,,2024-04-14T16:05:05.870Z,2542.8,CNY,351.38,USD,35,2400,CNY,331.64,USD,10,2024-04-14T15:59:08.118Z,490,USD,490,USD,6,,2024-04-14T16:04:39.329Z,459.18,USD,459.18,USD,1,325.66,USD,325.66,USD,6,2024-04-14T16:02:13.238Z
299.79,USD,299.79,USD,1,,2024-04-14T15:18:58.114Z,,,,,,,,299.99,EUR,318.9,USD,1,,2024-04-14T16:03:09.408Z,259.99,USD,259.99,USD,3,,2024-04-14T16:01:05.092Z,275,USD,275,USD,1,,2024-04-14T16:05:05.870Z,1748.5,CNY,241.61,USD,16,1460,CNY,201.75,USD,6,2024-04-14T15:59:08.118Z,,,,,,,,251.73,USD,251.73,USD,3,212.21,USD,212.21,USD,7,2024-04-14T16:02:21.830Z
5,USD,5,USD,7,,2024-04-14T15:20:46.103Z,29.45,EUR,31.43,USD,2,,2024-04-14T16:04:07.328Z,8.99,EUR,9.56,USD,2,,2024-04-14T16:03:09.408Z,7.33,USD,7.33,USD,5,,2024-04-14T16:01:05.092Z,5.46,USD,5.46,USD,12,,2024-04-14T16:05:05.870Z,34.6,CNY,4.78,USD,79,27.7,CNY,3.82,USD,8,2024-04-14T15:58:22.558Z,4.65,USD,4.65,USD,10,,2024-04-14T16:04:39.364Z,4.36,USD,4.36,USD,6,4.26,USD,4.26,USD,6,2024-04-14T16:02:24.162Z
149.99,USD,149.99,USD,1,,2024-04-14T15:18:40.002Z,99,EUR,105.65,USD,2,,2024-04-14T16:04:07.328Z,1000,EUR,1063.05,USD,1,,2024-04-14T16:03:09.408Z,115,USD,115,USD,7,,2024-04-14T16:01:05.092Z,132.84,USD,132.84,USD,3,,2024-04-14T16:05:05.870Z,750,CNY,103.63,USD,20,585,CNY,80.83,USD,9,2024-04-14T15:56:02.629Z,119.65,USD,119.65,USD,6,,2024-04-14T16:04:39.369Z,104.37,USD,104.37,USD,1,92.85,USD,92.85,USD,4,2024-04-14T16:02:21.489Z
4.99,USD,4.99,USD,19,,2024-04-14T15:08:05.650Z,6.99,EUR,7.46,USD,8,,2024-04-14T16:04:07.328Z,5.43,EUR,5.77,USD,22,,2024-04-14T16:03:09.408Z,7.2,USD,7.2,USD,64,,2024-04-14T16:01:05.092Z,5.76,USD,5.76,USD,21,,2024-04-14T16:05:05.870Z,35.4,CNY,4.89,USD,484,34.6,CNY,4.78,USD,119,2024-04-14T15:54:26.684Z,4.51,USD,4.51,USD,34,,2024-04-14T16:04:39.362Z,5.54,USD,5.54,USD,17,5.27,USD,5.27,USD,22,2024-04-14T16:02:07.962Z
12.12,USD,12.12,USD,12,,2024-04-14T15:52:04.414Z,12.8,EUR,13.66,USD,8,,2024-04-14T16:04:07.328Z,12,EUR,12.76,USD,13,,2024-04-14T16:03:09.408Z,0.03,USD,0.03,USD,23,,2024-04-14T16:01:05.092Z,13.72,USD,13.72,USD,18,,2024-04-14T16:05:05.870Z,90,CNY,12.43,USD,180,82,CNY,11.33,USD,11,2024-04-14T15:59:39.222Z,12.23,USD,12.23,USD,12,,2024-04-14T16:04:39.368Z,12.53,USD,12.53,USD,23,14.63,USD,14.63,USD,21,2024-04-14T16:02:12.547Z
6.3,USD,6.3,USD,4,,2024-04-14T15:10:06.994Z,4.75,EUR,5.16,USD,1,,2024-04-09T19:44:59.461Z,5.9,EUR,6.27,USD,2,,2024-04-14T16:03:09.408Z,5.98,USD,5.98,USD,8,,2024-04-14T16:01:05.092Z,5.6,USD,5.6,USD,17,,2024-04-14T16:05:05.870Z,37.9,CNY,5.23,USD,29,33.5,CNY,4.62,USD,4,2024-04-14T15:58:37.967Z,5.15,USD,5.15,USD,15,,2024-04-14T16:04:39.366Z,5.17,USD,5.17,USD,20,4.61,USD,4.61,USD,6,2024-04-14T16:02:10.417Z
16.98,USD,16.98,USD,8,,2024-04-14T15:08:08.816Z,15.57,EUR,16.62,USD,5,,2024-04-14T16:04:07.328Z,17.28,EUR,18.37,USD,9,,2024-04-14T16:03:09.408Z,17.99,USD,17.99,USD,10,,2024-04-14T16:01:05.092Z,16.89,USD,16.89,USD,44,,2024-04-14T16:05:05.870Z,124.98,CNY,17.27,USD,73,119,CNY,16.44,USD,23,2024-04-14T15:57:21.125Z,16.23,USD,16.23,USD,19,,2024-04-14T16:04:39.363Z,15.97,USD,15.97,USD,39,15.37,USD,15.37,USD,42,2024-04-14T16:02:07.976Z
63.01,USD,63.01,USD,11,,2024-04-14T15:06:45.909Z,60.15,EUR,64.19,USD,14,,2024-04-14T16:04:07.328Z,60.85,EUR,64.69,USD,28,,2024-04-14T16:03:09.408Z,60.94,USD,60.94,USD,22,,2024-04-14T16:01:05.092Z,66.49,USD,66.49,USD,29,,2024-04-14T16:05:05.870Z,465,CNY,64.25,USD,305,749,CNY,103.5,USD,103,2024-04-14T15:58:07.245Z,64,USD,64,USD,15,,2024-04-14T16:04:39.370Z,63.48,USD,63.48,USD,10,78.84,USD,78.84,USD,26,2024-04-14T16:02:05.969Z
18,USD,18,USD,16,,2024-04-14T15:45:20.414Z,19.89,EUR,21.23,USD,20,,2024-04-14T16:04:07.328Z,17.33,EUR,18.42,USD,66,,2024-04-14T16:03:09.408Z,16,USD,16,USD,37,,2024-04-14T16:01:05.092Z,18.78,USD,18.78,USD,73,,2024-04-14T16:05:05.870Z,135,CNY,18.65,USD,1108,134,CNY,18.51,USD,375,2024-04-14T16:02:56.833Z,16.82,USD,16.82,USD,104,,2024-04-14T16:04:39.365Z,17.84,USD,17.84,USD,67,17.24,USD,17.24,USD,45,2024-04-14T16:02:22.135Z
38.08,USD,38.08,USD,4,,2024-04-14T15:37:49.864Z,39.36,EUR,42,USD,7,,2024-04-14T16:04:07.328Z,38.06,EUR,40.46,USD,20,,2024-04-14T16:03:09.408Z,34.29,USD,34.29,USD,5,,2024-04-14T16:01:05.092Z,39.48,USD,39.48,USD,17,,2024-04-14T16:05:05.870Z,281,CNY,38.83,USD,491,276,CNY,38.13,USD,220,2024-04-14T15:59:08.118Z,35.64,USD,35.64,USD,21,,2024-04-14T16:04:39.369Z,39.08,USD,39.08,USD,21,37.33,USD,37.33,USD,44,2024-04-14T16:02:04.093Z
19.06,USD,19.06,USD,7,,2024-04-14T15:18:17.029Z,17.04,EUR,18.18,USD,8,,2024-04-14T16:04:07.328Z,17.49,EUR,18.59,USD,4,,2024-04-14T16:03:09.408Z,15.91,USD,15.91,USD,3,,2024-04-14T16:01:05.092Z,18.66,USD,18.66,USD,62,,2024-04-14T16:05:05.870Z,146.5,CNY,20.24,USD,20,131,CNY,18.1,USD,12,2024-04-14T15:55:43.989Z,20.44,USD,20.44,USD,9,,2024-04-14T16:04:39.367Z,18.62,USD,18.62,USD,13,14.6,USD,14.6,USD,11,2024-04-14T16:02:21.132Z
4.7,USD,4.7,USD,36,,2024-04-14T15:21:34.058Z,3.87,EUR,4.13,USD,7,,2024-04-14T16:04:07.328Z,4.72,EUR,5.01,USD,76,,2024-04-14T16:03:09.408Z,4.56,USD,4.56,USD,21,,2024-04-14T16:01:05.092Z,4.86,USD,4.86,USD,249,,2024-04-14T16:05:05.870Z,34,CNY,4.69,USD,290,32.6,CNY,4.5,USD,456,2024-04-14T16:04:02.903Z,4.52,USD,4.52,USD,74,,2024-04-14T16:04:39.407Z,4.54,USD,4.54,USD,75,9.5,USD,9.5,USD,41,2024-04-14T16:02:25.887Z
18.19,USD,18.19,USD,26,,2024-04-14T15:20:34.383Z,16.47,EUR,17.58,USD,38,,2024-04-14T16:04:07.328Z,16.48,EUR,17.52,USD,146,,2024-04-14T16:03:09.408Z,15.14,USD,15.14,USD,79,,2024-04-14T16:01:05.092Z,16.7,USD,16.7,USD,148,,2024-04-14T16:05:05.870Z,117.5,CNY,16.23,USD,1681,190,CNY,26.25,USD,278,2024-04-14T15:55:55.791Z,17.07,USD,17.07,USD,101,,2024-04-14T16:04:39.414Z,16.58,USD,16.58,USD,191,23.51,USD,23.51,USD,52,2024-04-14T16:02:23.686Z
6.08,USD,6.08,USD,218,,2024-04-14T15:51:41.257Z,5.5,EUR,5.87,USD,103,,2024-04-14T16:04:07.328Z,5.45,EUR,5.79,USD,369,,2024-04-14T16:03:09.408Z,5.66,USD,5.66,USD,103,,2024-04-14T16:01:05.092Z,5.8,USD,5.8,USD,167,,2024-04-14T16:05:05.870Z,42.1,CNY,5.81,USD,3849,40.6,CNY,5.61,USD,412,2024-04-14T16:02:56.833Z,4.34,USD,4.34,USD,296,,2024-04-14T16:04:39.404Z,5.64,USD,5.64,USD,531,5.82,USD,5.82,USD,38,2024-04-14T16:02:19.913Z
9.04,USD,9.04,USD,79,,2024-04-14T15:45:39.753Z,9.18,EUR,9.8,USD,59,,2024-04-14T16:04:07.328Z,8.61,EUR,9.16,USD,304,,2024-04-14T16:03:09.408Z,9.26,USD,9.26,USD,81,,2024-04-14T16:01:05.092Z,9.11,USD,9.11,USD,111,,2024-04-14T16:05:05.870Z,67,CNY,9.25,USD,3403,65,CNY,8.98,USD,311,2024-04-14T16:01:16.329Z,8.15,USD,8.15,USD,192,,2024-04-14T16:04:39.412Z,8.87,USD,8.87,USD,308,9.17,USD,9.17,USD,56,2024-04-14T16:02:08.116Z
6.12,USD,6.12,USD,20,,2024-04-14T15:17:04.839Z,7.17,EUR,7.65,USD,11,,2024-04-14T16:04:07.328Z,6.42,EUR,6.82,USD,42,,2024-04-14T16:03:09.408Z,5.64,USD,5.64,USD,13,,2024-04-14T16:01:05.092Z,6.17,USD,6.17,USD,103,,2024-04-14T16:05:05.870Z,44,CNY,6.08,USD,89,41.3,CNY,5.7,USD,11,2024-04-14T15:55:28.606Z,5.72,USD,5.72,USD,28,,2024-04-14T16:04:39.409Z,6.09,USD,6.09,USD,112,5.81,USD,5.81,USD,26,2024-04-14T16:02:19.600Z
11.97,USD,11.97,USD,23,,2024-04-14T15:17:35.017Z,12.85,EUR,13.71,USD,2,,2024-04-14T16:04:07.328Z,12.48,EUR,13.27,USD,32,,2024-04-14T16:03:09.408Z,11.09,USD,11.09,USD,18,,2024-04-14T16:01:05.092Z,12.53,USD,12.53,USD,81,,2024-04-14T16:05:05.870Z,86.87,CNY,12,USD,20,81,CNY,11.19,USD,16,2024-04-14T15:57:21.125Z,11.04,USD,11.04,USD,53,,2024-04-14T16:04:39.418Z,11.78,USD,11.78,USD,56,10.9,USD,10.9,USD,44,2024-04-14T16:02:20.166Z
63.33,USD,63.33,USD,17,,2024-04-14T15:08:11.274Z,54,EUR,57.63,USD,51,,2024-04-14T16:04:07.328Z,55,EUR,58.47,USD,39,,2024-04-14T16:03:09.408Z,54.87,USD,54.87,USD,24,,2024-04-14T16:01:05.092Z,63.64,USD,63.64,USD,11,,2024-04-14T16:05:05.870Z,450,CNY,62.18,USD,304,500,CNY,69.09,USD,110,2024-04-14T15:56:49.405Z,56.66,USD,56.66,USD,22,,2024-04-14T16:04:39.431Z,59.78,USD,59.78,USD,26,64.01,USD,64.01,USD,31,2024-04-14T16:02:08.116Z
14.5,USD,14.5,USD,97,,2024-04-14T16:03:04.532Z,14.3,EUR,15.26,USD,99,,2024-04-14T16:04:07.328Z,13.95,EUR,14.83,USD,219,,2024-04-14T16:03:09.408Z,13.12,USD,13.12,USD,58,,2024-04-14T16:01:05.092Z,14.4,USD,14.4,USD,113,,2024-04-14T16:05:05.870Z,111,CNY,15.33,USD,1445,121,CNY,16.72,USD,322,2024-04-14T15:56:35.622Z,7.62,USD,7.62,USD,210,,2024-04-14T16:04:39.415Z,14.79,USD,14.79,USD,121,14.81,USD,14.81,USD,64,2024-04-14T16:02:07.923Z
35.34,USD,35.34,USD,14,,2024-04-14T15:07:20.917Z,34.35,EUR,36.66,USD,73,,2024-04-14T16:04:07.328Z,32.89,EUR,34.96,USD,40,,2024-04-14T16:03:09.408Z,30.02,USD,30.02,USD,34,,2024-04-14T16:01:05.092Z,37.13,USD,37.13,USD,36,,2024-04-14T16:05:05.870Z,263.99,CNY,36.47,USD,608,261,CNY,36.06,USD,255,2024-04-14T16:04:24.814Z,29.62,USD,29.62,USD,93,,2024-04-14T16:04:39.427Z,35.39,USD,35.39,USD,31,35,USD,35,USD,48,2024-04-14T16:02:06.077Z
20,USD,20,USD,6,,2024-04-14T15:10:11.050Z,18,EUR,19.21,USD,19,,2024-04-14T16:04:07.328Z,16.99,EUR,18.06,USD,19,,2024-04-14T16:03:09.408Z,18.52,USD,18.52,USD,11,,2024-04-14T16:01:05.092Z,19.81,USD,19.81,USD,24,,2024-04-14T16:05:05.870Z,132,CNY,18.24,USD,20,120,CNY,16.58,USD,11,2024-04-14T15:56:18.449Z,17.86,USD,17.86,USD,17,,2024-04-14T16:04:39.423Z,18.09,USD,18.09,USD,31,17.42,USD,17.42,USD,32,2024-04-14T16:02:10.046Z
25.43,USD,25.43,USD,10,,2024-04-14T15:14:18.739Z,23.07,EUR,24.62,USD,3,,2024-04-14T16:04:07.328Z,18.57,EUR,19.74,USD,22,,2024-04-14T16:03:09.408Z,21.65,USD,21.65,USD,9,,2024-04-14T16:01:05.092Z,25.02,USD,25.02,USD,34,,2024-04-14T16:05:05.870Z,154.47,CNY,21.34,USD,47,148,CNY,20.45,USD,22,2024-04-14T15:54:26.684Z,20.59,USD,20.59,USD,35,,2024-04-14T16:04:39.559Z,20.19,USD,20.19,USD,16,19.39,USD,19.39,USD,37,2024-04-14T16:02:15.477Z
125,USD,125,USD,12,,2024-04-14T15:20:19.842Z,128.26,EUR,136.87,USD,14,,2024-04-14T16:04:07.328Z,110,EUR,116.94,USD,30,,2024-04-14T16:03:09.408Z,124.99,USD,124.99,USD,33,,2024-04-14T16:01:05.092Z,127.63,USD,127.63,USD,15,,2024-04-14T16:05:05.870Z,906,CNY,125.19,USD,451,1750,CNY,241.82,USD,84,2024-04-14T15:56:18.449Z,125.85,USD,125.85,USD,21,,2024-04-14T16:04:39.577Z,134.56,USD,134.56,USD,20,185.53,USD,185.53,USD,31,2024-04-14T16:02:23.760Z
47.96,USD,47.96,USD,15,,2024-04-14T16:03:25.013Z,43.99,EUR,46.94,USD,124,,2024-04-14T16:04:07.328Z,42.79,EUR,45.49,USD,108,,2024-04-14T16:03:09.408Z,42.15,USD,42.15,USD,63,,2024-04-14T16:01:05.092Z,49.51,USD,49.51,USD,79,,2024-04-14T16:05:05.870Z,354.5,CNY,48.98,USD,622,350,CNY,48.36,USD,319,2024-04-14T15:59:23.795Z,35.29,USD,35.29,USD,194,,2024-04-14T16:04:39.570Z,46.22,USD,46.22,USD,60,49.2,USD,49.2,USD,55,2024-04-14T16:02:06.377Z
69.69,USD,69.69,USD,22,,2024-04-14T15:16:10.370Z,61.7,EUR,65.84,USD,77,,2024-04-14T16:04:07.328Z,62.63,EUR,66.58,USD,82,,2024-04-14T16:03:09.408Z,64.79,USD,64.79,USD,47,,2024-04-14T16:01:05.092Z,71.28,USD,71.28,USD,22,,2024-04-14T16:05:05.870Z,489,CNY,67.57,USD,714,492,CNY,67.98,USD,132,2024-04-14T15:55:43.989Z,67.96,USD,67.96,USD,64,,2024-04-14T16:04:39.574Z,66.13,USD,66.13,USD,64,71.17,USD,71.17,USD,50,2024-04-14T16:02:18.176Z
37.5,USD,37.5,USD,8,,2024-04-14T15:09:25.022Z,35.33,EUR,37.7,USD,12,,2024-04-14T16:04:07.328Z,39.29,EUR,41.77,USD,6,,2024-04-14T16:03:09.408Z,53.59,USD,53.59,USD,1,,2024-04-14T16:01:05.092Z,42.13,USD,42.13,USD,17,,2024-04-14T16:05:05.870Z,293,CNY,40.48,USD,8,261,CNY,36.06,USD,8,2024-04-14T15:59:39.222Z,33.77,USD,33.77,USD,16,,2024-04-14T16:04:39.565Z,35.17,USD,35.17,USD,5,34.06,USD,34.06,USD,15,2024-04-14T16:02:06.692Z
4.38,USD,4.38,USD,24,,2024-04-14T15:07:57.631Z,4.82,EUR,5.14,USD,22,,2024-04-14T16:04:07.328Z,4.88,EUR,5.2,USD,43,,2024-04-14T16:03:09.408Z,4.5,USD,4.5,USD,39,,2024-04-14T16:01:05.092Z,5.65,USD,5.65,USD,172,,2024-04-14T16:05:05.870Z,36.1,CNY,4.98,USD,762,34.9,CNY,4.82,USD,189,2024-04-14T15:59:55.315Z,4.54,USD,4.54,USD,70,,2024-04-14T16:04:39.415Z,4.66,USD,4.66,USD,78,4.49,USD,4.49,USD,53,2024-04-14T16:02:07.452Z
67.99,USD,67.99,USD,26,,2024-04-14T15:07:43.300Z,65.41,EUR,69.8,USD,11,,2024-04-14T16:04:07.328Z,64.98,EUR,69.08,USD,53,,2024-04-14T16:03:09.408Z,63.27,USD,63.27,USD,42,,2024-04-14T16:01:05.092Z,73.87,USD,73.87,USD,27,,2024-04-14T16:05:05.870Z,505.55,CNY,69.86,USD,671,750,CNY,103.63,USD,105,2024-04-14T15:56:02.629Z,68.27,USD,68.27,USD,53,,2024-04-14T16:04:39.430Z,67.9,USD,67.9,USD,77,78.33,USD,78.33,USD,22,2024-04-14T16:02:05.467Z
9.22,USD,9.22,USD,76,,2024-04-14T15:49:55.504Z,10.99,EUR,11.73,USD,38,,2024-04-14T16:04:07.328Z,9.09,EUR,9.66,USD,114,,2024-04-14T16:03:09.408Z,8.4,USD,8.4,USD,83,,2024-04-14T16:01:05.092Z,10.76,USD,10.76,USD,91,,2024-04-14T16:05:05.870Z,69.99,CNY,9.67,USD,4454,71,CNY,9.81,USD,435,2024-04-14T15:55:43.989Z,9.63,USD,9.63,USD,188,,2024-04-14T16:04:39.425Z,9.46,USD,9.46,USD,270,12.65,USD,12.65,USD,64,2024-04-14T16:02:08.209Z
24.43,USD,24.43,USD,37,,2024-04-14T15:06:46.234Z,22.62,EUR,24.14,USD,17,,2024-04-14T16:04:07.328Z,23.53,EUR,25.01,USD,89,,2024-04-14T16:03:09.408Z,22.49,USD,22.49,USD,41,,2024-04-14T16:01:05.092Z,24.29,USD,24.29,USD,61,,2024-04-14T16:05:05.870Z,177,CNY,24.45,USD,2792,252,CNY,34.82,USD,362,2024-04-14T15:58:22.558Z,23,USD,23,USD,56,,2024-04-14T16:04:39.428Z,23.42,USD,23.42,USD,62,30.95,USD,30.95,USD,38,2024-04-14T16:02:05.793Z
6.73,USD,6.73,USD,83,,2024-04-14T15:49:44.136Z,7.94,EUR,8.47,USD,15,,2024-04-14T16:04:07.328Z,6.66,EUR,7.08,USD,69,,2024-04-14T16:03:09.408Z,6.87,USD,6.87,USD,46,,2024-04-14T16:01:05.092Z,7.25,USD,7.25,USD,138,,2024-04-14T16:05:05.870Z,50.8,CNY,7.01,USD,20,49.9,CNY,6.89,USD,33,2024-04-14T15:56:02.629Z,6.86,USD,6.86,USD,75,,2024-04-14T16:04:39.421Z,7.02,USD,7.02,USD,156,9.35,USD,9.35,USD,48,2024-04-14T16:02:23.450Z
12.38,USD,12.38,USD,8,,2024-04-14T15:18:07.431Z,39.95,EUR,42.63,USD,1,,2024-04-14T16:04:07.328Z,10.47,EUR,11.13,USD,2,,2024-04-14T16:03:09.408Z,10.51,USD,10.51,USD,7,,2024-04-14T16:01:05.092Z,12.73,USD,12.73,USD,10,,2024-04-14T16:05:05.870Z,81,CNY,11.19,USD,35,74,CNY,10.22,USD,6,2024-04-14T16:02:08.255Z,11,USD,11,USD,10,,2024-04-14T16:04:39.428Z,11.59,USD,11.59,USD,7,10.54,USD,10.54,USD,13,2024-04-14T16:02:21.119Z
23.42,USD,23.42,USD,9,,2024-04-14T15:12:50.905Z,19,EUR,20.28,USD,34,,2024-04-14T16:04:07.328Z,19.9,EUR,21.15,USD,34,,2024-04-14T16:03:09.408Z,19.27,USD,19.27,USD,26,,2024-04-14T16:01:05.092Z,23.08,USD,23.08,USD,20,,2024-04-14T16:05:05.870Z,149.5,CNY,20.65,USD,400,276,CNY,38.13,USD,161,2024-04-14T15:56:33.911Z,21.52,USD,21.52,USD,28,,2024-04-14T16:04:39.441Z,19.57,USD,19.57,USD,46,30.01,USD,30.01,USD,28,2024-04-14T16:02:13.845Z
11.8,USD,11.8,USD,66,,2024-04-14T16:02:41.645Z,11.94,EUR,12.74,USD,8,,2024-04-14T16:04:07.328Z,11.99,EUR,12.75,USD,21,,2024-04-14T16:03:09.408Z,10.71,USD,10.71,USD,22,,2024-04-14T16:01:05.092Z,11.36,USD,11.36,USD,36,,2024-04-14T16:05:05.870Z,81,CNY,11.19,USD,443,78,CNY,10.77,USD,158,2024-04-14T15:54:26.684Z,11.68,USD,11.68,USD,51,,2024-04-14T16:04:39.433Z,10.91,USD,10.91,USD,27,10.64,USD,10.64,USD,50,2024-04-14T16:02:10.954Z
14.48,USD,14.48,USD,16,,2024-04-14T15:48:05.107Z,14.49,EUR,15.46,USD,8,,2024-04-14T16:04:07.328Z,12.83,EUR,13.64,USD,22,,2024-04-14T16:03:09.408Z,13,USD,13,USD,21,,2024-04-14T16:01:05.092Z,14.66,USD,14.66,USD,27,,2024-04-14T16:05:05.870Z,105,CNY,14.5,USD,20,102,CNY,14.09,USD,56,2024-04-14T15:54:57.627Z,13.38,USD,13.38,USD,48,,2024-04-14T16:04:39.438Z,13.74,USD,13.74,USD,27,13,USD,13,USD,45,2024-04-14T16:02:17.594Z
