BITSKINS.sellOrder.original.price,BITSKINS.sellOrder.original.currency,BITSKINS.sellOrder.converted.price,BITSKINS.sellOrder.converted.currency,BITSKINS.sellOrder.count,BITSKINS.buyOrder,BITSKINS.updatedAt,SKINBARON.sellOrder.original.price,SKINBARON.sellOrder.original.currency,SKINBARON.sellOrder.converted.price,SKINBARON.sellOrder.converted.currency,SKINBARON.sellOrder.count,SKINBARON.buyOrder,SKINBARON.updatedAt,SKINPORT.sellOrder.original.price,SKINPORT.sellOrder.original.currency,SKINPORT.sellOrder.converted.price,SKINPORT.sellOrder.converted.currency,SKINPORT.sellOrder.count,SKINPORT.buyOrder,SKINPORT.updatedAt,CSFLOAT.sellOrder.original.price,CSFLOAT.sellOrder.original.currency,CSFLOAT.sellOrder.converted.price,CSFLOAT.sellOrder.converted.currency,CSFLOAT.sellOrder.count,CSFLOAT.buyOrder,CSFLOAT.updatedAt,MARKETCSGO.sellOrder.original.price,MARKETCSGO.sellOrder.original.currency,MARKETCSGO.sellOrder.converted.price,MARKETCSGO.sellOrder.converted.currency,MARKETCSGO.sellOrder.count,MARKETCSGO.buyOrder,MARKETCSGO.updatedAt,BUFF163.sellOrder.original.price,BUFF163.sellOrder.original.currency,BUFF163.sellOrder.converted.price,BUFF163.sellOrder.converted.currency,BUFF163.sellOrder.count,BUFF163.buyOrder.original.price,BUFF163.buyOrder.original.currency,BUFF163.buyOrder.converted.price,BUFF163.buyOrder.converted.currency,BUFF163.buyOrder.count,BUFF163.updatedAt,CSMONEY.sellOrder.original.price,CSMONEY.sellOrder.original.currency,CSMONEY.sellOrder.converted.price,CSMONEY.sellOrder.converted.currency,CSMONEY.sellOrder.count,CSMONEY.buyOrder,CSMONEY.updatedAt,DMARKET.sellOrder.original.price,DMARKET.sellOrder.original.currency,DMARKET.sellOrder.converted.price,DMARKET.sellOrder.converted.currency,DMARKET.sellOrder.count,DMARKET.buyOrder.original.price,DMARKET.buyOrder.original.currency,DMARKET.buyOrder.converted.price,DMARKET.buyOrder.converted.currency,DMARKET.buyOrder.count,DMARKET.updatedAt
0.29,USD,0.29,USD,1861,,2024-04-14T15:21:28.473Z,0.5,EUR,0.53,USD,1864,,2024-04-14T15:59:16.803Z,0.28,EUR,0.3,USD,1111,,2024-04-14T16:03:09.408Z,0.29,USD,0.29,USD,275,,2024-04-14T16:01:05.092Z,0.38,USD,0.38,USD,46,,2024-04-14T16:05:05.870Z,1.98,CNY,0.27,USD,4293,1.9,CNY,0.26,USD,2029,2024-04-14T15:55:28.606Z,0.28,USD,0.28,USD,65,,2024-04-14T15:53:18.739Z,1.08,USD,1.08,USD,950,0.35,USD,0.35,USD,11,2024-04-14T16:02:26.256Z
0.54,USD,0.54,USD,5316,,2024-04-14T15:41:03.560Z,0.59,EUR,0.63,USD,3556,,2024-04-14T15:59:16.803Z,0.61,EUR,0.65,USD,4274,,2024-04-14T16:03:09.408Z,0.57,USD,0.57,USD,250,,2024-04-14T16:01:05.092Z,0.62,USD,0.62,USD,438,,2024-04-14T16:05:05.870Z,3.75,CNY,0.51,USD,9873,3.7,CNY,0.51,USD,4219,2024-04-14T15:57:21.125Z,0.54,USD,0.54,USD,280,,2024-04-14T15:57:36.656Z,1.05,USD,1.05,USD,1875,1.2,USD,1.2,USD,35,2024-04-14T16:02:17.730Z
4.36,USD,4.36,USD,19,,2024-04-14T15:08:48.654Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,4.57,EUR,4.86,USD,51,,2024-04-14T16:03:09.408Z,10,USD,10,USD,5,,2024-04-14T16:01:05.092Z,4.6,USD,4.6,USD,41,,2024-04-14T16:05:05.870Z,27.64,CNY,3.81,USD,821,25.7,CNY,3.55,USD,634,2024-04-14T15:59:23.795Z,4.09,USD,4.09,USD,41,,2024-04-14T15:56:46.215Z,3.73,USD,3.73,USD,97,3.29,USD,3.29,USD,11,2024-04-14T16:02:07.403Z
3.36,USD,3.36,USD,6,,2024-04-14T15:14:15.069Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,2.57,EUR,2.73,USD,41,,2024-04-14T16:03:09.408Z,3,USD,3,USD,6,,2024-04-14T16:01:05.092Z,3.17,USD,3.17,USD,53,,2024-04-14T16:05:05.870Z,17.4,CNY,2.4,USD,157,17.3,CNY,2.39,USD,181,2024-04-14T15:58:37.967Z,2.86,USD,2.86,USD,4,,2024-04-14T15:56:46.215Z,2.64,USD,2.64,USD,12,1.96,USD,1.96,USD,6,2024-04-14T16:02:15.534Z
3.31,USD,3.31,USD,9,,2024-04-14T15:08:51.621Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,2.98,EUR,3.17,USD,28,,2024-04-14T16:03:09.408Z,4.4,USD,4.4,USD,7,,2024-04-14T16:01:05.092Z,3.55,USD,3.55,USD,7,,2024-04-14T16:05:05.870Z,18.4,CNY,2.54,USD,167,18.5,CNY,2.55,USD,171,2024-04-14T15:59:23.795Z,2.69,USD,2.69,USD,7,,2024-04-14T15:56:46.215Z,3.35,USD,3.35,USD,23,2.56,USD,2.56,USD,10,2024-04-14T16:02:08.848Z
8.5,USD,8.5,USD,27,,2024-04-14T15:15:50.214Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,3.88,EUR,4.12,USD,44,,2024-04-14T16:03:09.408Z,10,USD,10,USD,2,,2024-04-14T16:01:05.092Z,6.16,USD,6.16,USD,19,,2024-04-14T16:05:05.870Z,29.1,CNY,4.02,USD,116,25.3,CNY,3.49,USD,201,2024-04-14T15:54:57.627Z,7.34,USD,7.34,USD,4,,2024-04-14T15:56:46.215Z,4.76,USD,4.76,USD,12,3.32,USD,3.32,USD,11,2024-04-14T16:02:18.130Z
19.45,USD,19.45,USD,1,,2024-04-14T15:18:54.916Z,,,,,,,,14.2,EUR,15.1,USD,10,,2024-04-14T16:03:09.408Z,,,,,,,,26.12,USD,26.12,USD,4,,2024-04-14T16:05:05.870Z,109.99,CNY,15.19,USD,11,90,CNY,12.43,USD,12,2024-04-14T15:56:02.629Z,16.5,USD,16.5,USD,3,,2024-04-14T15:51:43.319Z,0,USD,0,USD,0,11.8,USD,11.8,USD,5,2024-04-14T16:02:21.854Z
,USD,,USD,0,,2024-04-14T09:57:53.175Z,,,,,,,,33.32,EUR,35.42,USD,11,,2024-04-14T16:03:09.408Z,,,,,,,,51,USD,51,USD,4,,2024-04-14T16:05:05.870Z,290,CNY,40.07,USD,10,150,CNY,20.72,USD,6,2024-04-14T15:59:39.222Z,58.97,USD,58.97,USD,1,,2024-04-14T15:51:43.319Z,0,USD,0,USD,0,20.22,USD,20.22,USD,3,2024-04-14T16:02:22.628Z
1.27,USD,1.27,USD,3837,,2024-04-14T15:08:19.411Z,1.38,EUR,1.47,USD,2182,,2024-04-14T15:59:16.803Z,1.39,EUR,1.48,USD,7690,,2024-04-14T16:03:09.408Z,1.23,USD,1.23,USD,284,,2024-04-14T16:01:05.092Z,1.33,USD,1.33,USD,315,,2024-04-14T16:05:05.870Z,8.56,CNY,1.18,USD,15808,8.5,CNY,1.17,USD,5316,2024-04-14T15:56:49.405Z,1.39,USD,1.39,USD,300,,2024-04-14T15:51:57.597Z,1.44,USD,1.44,USD,3062,1.35,USD,1.35,USD,34,2024-04-14T16:02:08.433Z
5.72,USD,5.72,USD,59,,2024-04-14T15:09:00.217Z,6.8,EUR,7.26,USD,52,,2024-04-14T16:02:31.064Z,5.48,EUR,5.83,USD,131,,2024-04-14T16:03:09.408Z,5.17,USD,5.17,USD,27,,2024-04-14T16:01:05.092Z,5.85,USD,5.85,USD,114,,2024-04-14T16:05:05.870Z,41,CNY,5.66,USD,460,41,CNY,5.66,USD,270,2024-04-14T15:59:39.222Z,5.49,USD,5.49,USD,81,,2024-04-14T15:51:57.249Z,5.94,USD,5.94,USD,47,5.69,USD,5.69,USD,20,2024-04-14T16:02:09.636Z
4.84,USD,4.84,USD,36,,2024-04-14T15:17:41.313Z,3.66,EUR,3.91,USD,73,,2024-04-14T16:02:31.064Z,3.49,EUR,3.71,USD,62,,2024-04-14T16:03:09.408Z,4.17,USD,4.17,USD,18,,2024-04-14T16:01:05.092Z,3.76,USD,3.76,USD,38,,2024-04-14T16:05:05.870Z,27.15,CNY,3.75,USD,234,26.2,CNY,3.62,USD,298,2024-04-14T16:05:00.216Z,3.62,USD,3.62,USD,48,,2024-04-14T15:51:57.060Z,4.05,USD,4.05,USD,20,3.4,USD,3.4,USD,18,2024-04-14T16:02:20.582Z
26.68,USD,26.68,USD,10,,2024-04-14T15:14:33.168Z,,,,,,,,20.06,EUR,21.32,USD,2,,2024-04-14T16:03:09.408Z,,,,,,,,38.56,USD,38.56,USD,6,,2024-04-14T16:05:05.870Z,188.88,CNY,26.1,USD,6,101,CNY,13.95,USD,7,2024-04-14T15:57:05.341Z,,,,,,,,0,USD,0,USD,0,15.04,USD,15.04,USD,6,2024-04-14T16:02:15.910Z
78.99,USD,78.99,USD,12,,2024-04-14T15:10:13.272Z,,,,,,,,79.75,EUR,84.78,USD,8,,2024-04-14T16:03:09.408Z,,,,,,,,89.59,USD,89.59,USD,1,,2024-04-14T16:05:05.870Z,585.55,CNY,80.91,USD,45,467,CNY,64.53,USD,9,2024-04-14T15:58:07.245Z,,,,,,,,110,USD,110,USD,3,70.96,USD,70.96,USD,9,2024-04-14T16:02:10.046Z
,,,,,,,92.33,EUR,98.53,USD,14,,2024-04-14T15:59:16.803Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.71,USD,82.71,USD,3,,2024-04-14T15:53:02.801Z,,,,,,,,,,,
2290.22,USD,2290.22,USD,1,,2024-04-14T15:14:20.792Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,1150,EUR,1222.51,USD,5,,2024-04-14T16:03:09.408Z,2499.99,USD,2499.99,USD,1,,2024-04-14T16:01:05.092Z,1300,USD,1300,USD,1,,2024-04-06T12:30:05.306Z,9888,CNY,1366.38,USD,15,20,CNY,2.76,USD,7,2024-04-14T15:57:21.125Z,1478.97,USD,1478.97,USD,2,,2024-04-14T15:56:46.215Z,1200,USD,1200,USD,3,1051.05,USD,1051.05,USD,7,2024-04-14T16:02:15.629Z
,,,,,,,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,45,USD,45,USD,1,,2024-04-14T16:01:05.092Z,20.9,USD,20.9,USD,1,,2024-04-14T16:05:05.870Z,140.98,CNY,19.48,USD,10,72,CNY,9.94,USD,5,2024-04-14T15:57:51.927Z,20.86,USD,20.86,USD,1,,2024-04-14T15:56:46.215Z,22,USD,22,USD,1,12.82,USD,12.82,USD,5,2024-04-14T16:02:23.714Z
99.95,USD,99.95,USD,10,,2024-04-14T15:11:57.041Z,,,,,,,,82.96,EUR,88.19,USD,10,,2024-04-14T16:03:09.408Z,100,USD,100,USD,1,,2024-04-14T16:01:05.092Z,86.61,USD,86.61,USD,9,,2024-04-14T16:05:05.870Z,565,CNY,78.07,USD,64,525,CNY,72.54,USD,8,2024-04-14T15:55:43.989Z,,,,,,,,81.19,USD,81.19,USD,3,69.14,USD,69.14,USD,10,2024-04-14T16:02:04.093Z
,,,,,,,129.99,EUR,138.72,USD,23,,2024-04-14T15:59:16.803Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,USD,84,USD,2,,2024-04-14T15:53:18.739Z,,,,,,,,,,,
,USD,,USD,0,,2024-04-05T00:14:14.250Z,,,,,,,,27.05,EUR,28.76,USD,2,,2024-04-14T16:03:09.408Z,20.6,USD,20.6,USD,3,,2024-04-14T16:01:05.092Z,21.24,USD,21.24,USD,4,,2024-04-14T16:05:05.870Z,270,CNY,37.31,USD,7,89,CNY,12.29,USD,2,2024-04-14T15:57:51.927Z,19.52,USD,19.52,USD,3,,2024-04-14T15:56:46.215Z,0,USD,0,USD,0,6.71,USD,6.71,USD,5,2024-04-14T16:02:19.372Z
54.82,USD,54.82,USD,16,,2024-04-14T15:20:22.699Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,40.77,EUR,43.34,USD,4,,2024-04-14T16:03:09.408Z,,,,,,,,54.09,USD,54.09,USD,1,,2024-04-13T09:20:04.726Z,850,CNY,117.45,USD,6,226,CNY,31.23,USD,7,2024-04-14T15:55:28.606Z,34.37,USD,34.37,USD,5,,2024-04-14T15:56:46.215Z,0,USD,0,USD,0,13.97,USD,13.97,USD,5,2024-04-14T16:02:23.533Z
50,USD,50,USD,1,,2024-04-14T15:10:56.281Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,499.99,USD,499.99,USD,1,,2024-04-14T16:01:05.092Z,31.82,USD,31.82,USD,1,,2024-04-14T16:05:05.870Z,300,CNY,41.45,USD,11,161,CNY,22.24,USD,5,2024-04-14T16:02:08.255Z,42.67,USD,42.67,USD,3,,2024-04-14T15:56:46.215Z,0,USD,0,USD,0,22.24,USD,22.24,USD,4,2024-04-14T16:02:09.981Z
12.07,USD,12.07,USD,1,,2024-04-14T15:14:46.355Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,11.8,EUR,12.54,USD,2,,2024-04-14T16:03:09.408Z,,,,,,,,21.11,USD,21.11,USD,1,,2024-04-11T19:00:05.756Z,63,CNY,8.7,USD,15,56,CNY,7.73,USD,5,2024-04-14T15:54:26.684Z,8.95,USD,8.95,USD,2,,2024-04-14T15:56:46.215Z,0,USD,0,USD,0,7.74,USD,7.74,USD,4,2024-04-14T16:02:08.209Z
99.99,USD,99.99,USD,2,,2024-04-14T15:08:55.416Z,,,,,,,,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,,,,,,,,60.21,USD,60.21,USD,1,,2024-04-14T16:05:05.870Z,888,CNY,122.7,USD,1,315,CNY,43.52,USD,9,2024-04-14T15:57:36.421Z,250,USD,250,USD,1,,2024-04-14T15:51:57.820Z,100,USD,100,USD,1,41.46,USD,41.46,USD,4,2024-04-14T16:02:08.576Z
310,USD,310,USD,1,,2024-04-14T15:08:54.434Z,290,EUR,309.47,USD,1,,2024-04-14T15:59:21.418Z,254.63,EUR,270.68,USD,3,,2024-04-14T16:03:09.408Z,298.99,USD,298.99,USD,4,,2024-04-14T16:01:05.092Z,345,USD,345,USD,4,,2024-04-14T16:05:05.870Z,2175,CNY,300.55,USD,7,2020,CNY,279.13,USD,8,2024-04-14T15:57:21.125Z,340.45,USD,340.45,USD,4,,2024-04-14T16:04:39.953Z,300.54,USD,300.54,USD,5,277.84,USD,277.84,USD,7,2024-04-14T16:02:08.682Z
3900,USD,3900,USD,1,,2024-04-14T15:08:43.919Z,,,,,,,,4420.68,EUR,4699.41,USD,1,,2024-04-14T16:03:09.408Z,4150,USD,4150,USD,3,,2024-04-14T16:01:05.092Z,,,,,,,,28000,CNY,3869.22,USD,42,38000,CNY,5251.08,USD,26,2024-04-14T15:54:41.833Z,4456.69,USD,4456.69,USD,3,,2024-04-14T16:04:39.961Z,0,USD,0,USD,0,4931.68,USD,4931.68,USD,10,2024-04-14T16:02:08.405Z
685,USD,685,USD,7,,2024-04-14T15:13:41.304Z,850,EUR,907.07,USD,1,,2024-04-14T15:59:21.418Z,590,EUR,627.2,USD,6,,2024-04-14T16:03:09.408Z,562.35,USD,562.35,USD,13,,2024-04-14T16:01:05.092Z,673,USD,673,USD,2,,2024-04-14T16:05:05.870Z,4299.3,CNY,594.1,USD,58,5400,CNY,746.2,USD,16,2024-04-14T15:56:02.629Z,614.37,USD,614.37,USD,8,,2024-04-14T16:04:39.957Z,617.23,USD,617.23,USD,3,706.8,USD,706.8,USD,10,2024-04-14T16:02:15.349Z
1400,USD,1400,USD,3,,2024-04-14T15:17:09.223Z,,,,,,,,1427.97,EUR,1518,USD,4,,2024-04-14T16:03:09.408Z,1460,USD,1460,USD,2,,2024-04-14T16:01:05.092Z,1619.62,USD,1619.62,USD,2,,2024-04-14T16:05:05.870Z,9936.5,CNY,1373.08,USD,75,13100,CNY,1810.24,USD,23,2024-04-14T15:58:37.967Z,1599,USD,1599,USD,2,,2024-04-14T16:04:39.959Z,0,USD,0,USD,0,1701.4,USD,1701.4,USD,12,2024-04-14T16:02:20.037Z
445,USD,445,USD,1,,2024-04-14T15:12:15.569Z,600,EUR,640.29,USD,1,,2024-04-14T15:59:21.418Z,500,EUR,531.53,USD,1,,2024-04-14T16:03:09.408Z,338.5,USD,338.5,USD,3,,2024-04-14T16:01:05.092Z,407,USD,407,USD,6,,2024-04-14T16:05:05.870Z,2540,CNY,350.99,USD,14,2440,CNY,337.17,USD,9,2024-04-14T15:57:36.421Z,400,USD,400,USD,4,,2024-04-14T16:04:39.955Z,350.05,USD,350.05,USD,5,323,USD,323,USD,10,2024-04-14T16:02:12.270Z
1.38,USD,1.38,USD,19,,2024-04-14T15:17:20.072Z,1.21,EUR,1.29,USD,24,,2024-04-14T15:59:21.418Z,1.36,EUR,1.45,USD,98,,2024-04-14T16:03:09.408Z,1.75,USD,1.75,USD,37,,2024-04-14T16:01:05.092Z,1.39,USD,1.39,USD,20,,2024-04-14T16:05:05.870Z,9.8,CNY,1.35,USD,576,9.6,CNY,1.32,USD,260,2024-04-14T15:56:18.449Z,1.48,USD,1.48,USD,53,,2024-04-14T16:04:39.873Z,1.27,USD,1.27,USD,86,1.73,USD,1.73,USD,36,2024-04-14T16:02:19.904Z
1.44,USD,1.44,USD,22,,2024-04-14T15:09:41.372Z,0.78,EUR,0.83,USD,55,,2024-04-14T15:59:21.418Z,0.94,EUR,1,USD,39,,2024-04-14T16:03:09.408Z,2.5,USD,2.5,USD,2,,2024-04-14T16:01:05.092Z,0.94,USD,0.94,USD,65,,2024-04-14T16:05:05.870Z,6.77,CNY,0.93,USD,75,6.2,CNY,0.85,USD,13,2024-04-14T15:59:08.118Z,0.94,USD,0.94,USD,7,,2024-04-14T16:04:39.866Z,0.88,USD,0.88,USD,15,0.75,USD,0.75,USD,20,2024-04-14T16:02:09.719Z
1,USD,1,USD,16,,2024-04-14T15:14:09.038Z,4.87,EUR,5.2,USD,5,,2024-04-14T15:59:21.418Z,1.05,EUR,1.12,USD,38,,2024-04-14T16:03:09.408Z,1.12,USD,1.12,USD,9,,2024-04-14T16:01:05.092Z,1.15,USD,1.15,USD,24,,2024-04-14T16:05:05.870Z,8.41,CNY,1.16,USD,91,7.7,CNY,1.06,USD,131,2024-04-14T15:58:07.245Z,1.19,USD,1.19,USD,12,,2024-04-14T16:04:39.871Z,1.38,USD,1.38,USD,13,0.9,USD,0.9,USD,15,2024-04-14T16:02:15.477Z
1.14,USD,1.14,USD,9,,2024-04-14T15:20:46.723Z,,,,,,,,1.09,EUR,1.16,USD,2,,2024-04-14T16:03:09.408Z,2.15,USD,2.15,USD,20,,2024-04-14T16:01:05.092Z,0.95,USD,0.95,USD,12,,2024-04-14T16:05:05.870Z,6.35,CNY,0.87,USD,35,5.5,CNY,0.76,USD,8,2024-04-14T16:04:24.814Z,1.06,USD,1.06,USD,21,,2024-04-14T16:04:39.868Z,2,USD,2,USD,1,0.78,USD,0.78,USD,8,2024-04-14T16:02:24.004Z
0.25,USD,0.25,USD,8,,2024-04-14T15:10:06.351Z,0.14,EUR,0.15,USD,1,,2024-04-14T15:59:21.418Z,0.16,EUR,0.17,USD,6,,2024-04-14T16:03:09.408Z,0.21,USD,0.21,USD,1,,2024-04-10T07:56:04.734Z,0.16,USD,0.16,USD,24,,2024-04-14T16:05:05.870Z,1.04,CNY,0.14,USD,34,0.77,CNY,0.1,USD,4,2024-04-14T15:59:39.222Z,0.15,USD,0.15,USD,8,,2024-04-14T16:04:39.873Z,0.18,USD,0.18,USD,16,0.11,USD,0.11,USD,5,2024-04-14T16:02:10.046Z
0.32,USD,0.32,USD,24,,2024-04-14T15:14:53.972Z,0.3,EUR,0.32,USD,59,,2024-04-14T15:59:21.418Z,0.3,EUR,0.32,USD,52,,2024-04-14T16:03:09.408Z,0.25,USD,0.25,USD,22,,2024-04-14T16:01:05.092Z,0.48,USD,0.48,USD,18,,2024-04-14T16:05:05.870Z,2.9,CNY,0.4,USD,204,2.5,CNY,0.34,USD,237,2024-04-14T15:58:07.245Z,0.38,USD,0.38,USD,21,,2024-04-14T16:04:39.880Z,0.36,USD,0.36,USD,16,0.32,USD,0.32,USD,14,2024-04-14T16:02:16.776Z
0.2,USD,0.2,USD,24,,2024-04-14T15:15:30.714Z,0.17,EUR,0.18,USD,5,,2024-04-14T15:59:21.418Z,0.16,EUR,0.17,USD,36,,2024-04-14T16:03:09.408Z,0.15,USD,0.15,USD,7,,2024-04-14T16:01:05.092Z,0.18,USD,0.18,USD,24,,2024-04-14T16:05:05.870Z,1.39,CNY,0.19,USD,169,1.2,CNY,0.16,USD,106,2024-04-14T15:54:57.627Z,0.21,USD,0.21,USD,25,,2024-04-14T16:04:39.875Z,0.3,USD,0.3,USD,48,0.21,USD,0.21,USD,20,2024-04-14T16:02:17.740Z
0.21,USD,0.21,USD,24,,2024-04-14T15:12:09.129Z,0.2,EUR,0.21,USD,17,,2024-04-14T15:59:21.418Z,0.19,EUR,0.2,USD,26,,2024-04-14T16:03:09.408Z,0.17,USD,0.17,USD,9,,2024-04-14T16:01:05.092Z,0.23,USD,0.23,USD,18,,2024-04-14T16:05:05.870Z,1.78,CNY,0.24,USD,150,1.5,CNY,0.2,USD,92,2024-04-14T15:59:08.118Z,0.25,USD,0.25,USD,13,,2024-04-14T16:04:39.877Z,0.2,USD,0.2,USD,25,0.18,USD,0.18,USD,22,2024-04-14T16:02:12.347Z
0.28,USD,0.28,USD,4,,2024-04-14T15:13:26.676Z,1,EUR,1.07,USD,3,,2024-04-14T15:59:21.418Z,0.17,EUR,0.18,USD,8,,2024-04-14T16:03:09.408Z,0.15,USD,0.15,USD,1,,2024-04-14T16:01:05.092Z,0.21,USD,0.21,USD,15,,2024-04-14T16:05:05.870Z,1.38,CNY,0.19,USD,21,0.49,CNY,0.06,USD,4,2024-04-14T16:04:02.903Z,1.5,USD,1.5,USD,2,,2024-04-14T16:04:39.879Z,0.75,USD,0.75,USD,8,0.13,USD,0.13,USD,6,2024-04-14T16:02:14.417Z
27.69,USD,27.69,USD,6,,2024-04-14T15:09:49.703Z,40,EUR,42.69,USD,11,,2024-04-14T15:59:21.418Z,30,EUR,31.89,USD,17,,2024-04-14T16:03:09.408Z,31,USD,31,USD,12,,2024-04-14T16:01:05.092Z,36.68,USD,36.68,USD,5,,2024-04-14T16:05:05.870Z,198.5,CNY,27.43,USD,84,187,CNY,25.84,USD,11,2024-04-14T15:58:53.088Z,28.38,USD,28.38,USD,7,,2024-04-14T16:04:39.893Z,33.37,USD,33.37,USD,6,29.41,USD,29.41,USD,11,2024-04-14T16:02:09.907Z
,,,,,,,,,,,,,,827.5,EUR,879.67,USD,1,,2024-04-14T16:03:09.408Z,90,USD,90,USD,1,,2024-04-14T16:01:05.092Z,56.16,USD,56.16,USD,1,,2024-04-14T16:05:05.870Z,649.49,CNY,89.75,USD,6,156,CNY,21.55,USD,3,2024-04-14T16:04:02.903Z,,,,,,,,0,USD,0,USD,0,19.37,USD,19.37,USD,1,2024-04-14T16:02:19.648Z
0.89,USD,0.89,USD,2,,2024-04-14T15:07:24.746Z,3.93,EUR,4.19,USD,8,,2024-04-14T15:59:21.418Z,1.75,EUR,1.86,USD,6,,2024-04-14T16:03:09.408Z,0.95,USD,0.95,USD,5,,2024-04-14T16:01:05.092Z,1.06,USD,1.06,USD,59,,2024-04-14T16:05:05.870Z,6.55,CNY,0.9,USD,20,6.1,CNY,0.84,USD,4,2024-04-14T15:57:21.125Z,0.86,USD,0.86,USD,17,,2024-04-14T16:04:39.914Z,0.97,USD,0.97,USD,3,0.74,USD,0.74,USD,6,2024-04-14T16:02:07.072Z
5.47,USD,5.47,USD,13,,2024-04-14T15:59:01.678Z,4.82,EUR,5.14,USD,34,,2024-04-14T15:59:21.418Z,4.83,EUR,5.13,USD,26,,2024-04-14T16:03:09.408Z,6.5,USD,6.5,USD,13,,2024-04-14T16:01:05.092Z,5.56,USD,5.56,USD,24,,2024-04-14T16:05:05.870Z,34.87,CNY,4.81,USD,327,33,CNY,4.56,USD,132,2024-04-14T15:56:49.405Z,4.86,USD,4.86,USD,12,,2024-04-14T16:04:39.922Z,5.15,USD,5.15,USD,43,6.33,USD,6.33,USD,23,2024-04-14T16:02:18.877Z
1.29,USD,1.29,USD,122,,2024-04-14T16:02:47.311Z,8,EUR,8.54,USD,24,,2024-04-14T15:59:21.418Z,1.46,EUR,1.55,USD,48,,2024-04-14T16:03:09.408Z,1.94,USD,1.94,USD,9,,2024-04-14T16:01:05.092Z,1.29,USD,1.29,USD,29,,2024-04-14T16:05:05.870Z,10.69,CNY,1.47,USD,575,9.9,CNY,1.36,USD,43,2024-04-14T15:56:18.449Z,1.28,USD,1.28,USD,39,,2024-04-14T16:04:39.916Z,1.38,USD,1.38,USD,36,1.29,USD,1.29,USD,34,2024-04-14T16:02:26.076Z
2.55,USD,2.55,USD,59,,2024-04-14T15:13:15.968Z,2.47,EUR,2.64,USD,24,,2024-04-14T15:59:21.418Z,2.79,EUR,2.97,USD,31,,2024-04-14T16:03:09.408Z,2.22,USD,2.22,USD,7,,2024-04-14T16:01:05.092Z,2.81,USD,2.81,USD,53,,2024-04-14T16:05:05.870Z,19.4,CNY,2.68,USD,443,18.4,CNY,2.54,USD,151,2024-04-14T15:59:23.795Z,2.62,USD,2.62,USD,25,,2024-04-14T16:04:39.920Z,2.58,USD,2.58,USD,34,2.41,USD,2.41,USD,34,2024-04-14T16:02:14.009Z
1.57,USD,1.57,USD,10,,2024-04-14T15:06:54.344Z,2.31,EUR,2.47,USD,9,,2024-04-14T15:59:21.418Z,2.39,EUR,2.54,USD,6,,2024-04-14T16:03:09.408Z,,,,,,,,1.43,USD,1.43,USD,18,,2024-04-14T16:05:05.870Z,10,CNY,1.38,USD,13,9.6,CNY,1.32,USD,6,2024-04-14T16:02:56.833Z,1.52,USD,1.52,USD,7,,2024-04-14T16:04:39.918Z,1.53,USD,1.53,USD,13,1.5,USD,1.5,USD,8,2024-04-14T16:02:10.794Z
0.49,USD,0.49,USD,10,,2024-04-14T15:21:07.352Z,0.37,EUR,0.39,USD,3,,2024-04-14T15:59:21.418Z,0.4,EUR,0.43,USD,8,,2024-04-14T16:03:09.408Z,0.49,USD,0.49,USD,2,,2024-04-14T16:01:05.092Z,0.48,USD,0.48,USD,19,,2024-04-14T16:05:05.870Z,3.74,CNY,0.51,USD,110,2.6,CNY,0.35,USD,100,2024-04-14T15:59:55.315Z,0.37,USD,0.37,USD,4,,2024-04-14T16:04:39.955Z,0.36,USD,0.36,USD,29,0.31,USD,0.31,USD,8,2024-04-14T16:02:25.062Z
1.81,USD,1.81,USD,8,,2024-04-14T15:15:50.464Z,1.51,EUR,1.61,USD,29,,2024-04-14T15:59:21.418Z,2.15,EUR,2.29,USD,13,,2024-04-14T16:03:09.408Z,1.66,USD,1.66,USD,14,,2024-04-14T16:01:05.092Z,1.72,USD,1.72,USD,32,,2024-04-14T16:05:05.870Z,11.89,CNY,1.64,USD,308,11.8,CNY,1.63,USD,151,2024-04-14T15:59:55.315Z,1.62,USD,1.62,USD,13,,2024-04-14T16:04:39.962Z,1.64,USD,1.64,USD,30,2.53,USD,2.53,USD,30,2024-04-14T16:02:17.953Z
